artist_id,date,platform,total_streams,unique_listeners,peak_hour,avg_completion_rate
A0019,2025-01-09,spotify,223,98,18,0.5
A0019,2025-01-09,youtube,103,70,17,0.58
A0019,2025-01-09,instagram,473,239,18,0.71
A0019,2025-01-08,spotify,179,102,20,0.54
A0019,2025-01-08,youtube,646,394,18,0.53
A0019,2025-01-08,instagram,146,72,21,0.72
A0019,2025-01-07,spotify,398,274,21,0.87
A0019,2025-01-07,youtube,590,267,18,0.81
A0019,2025-01-07,instagram,340,183,21,0.55
A0019,2025-01-06,spotify,672,307,21,0.82
A0019,2025-01-06,youtube,594,364,21,0.62
A0019,2025-01-06,instagram,359,210,20,0.72
A0019,2025-01-05,spotify,485,208,17,0.79
A0019,2025-01-05,youtube,186,114,19,0.66
A0019,2025-01-05,instagram,373,287,17,0.63
A0019,2025-01-04,spotify,800,400,20,0.73
A0019,2025-01-04,youtube,761,374,19,0.65
A0019,2025-01-04,instagram,285,189,18,0.65
A0019,2025-01-03,spotify,220,160,21,0.62
A0019,2025-01-03,youtube,164,87,19,0.84
A0019,2025-01-03,instagram,51,33,18,0.8
A0019,2025-01-02,spotify,748,484,19,0.82
A0019,2025-01-02,youtube,481,244,22,0.75
A0019,2025-01-02,instagram,279,210,21,0.58
A0019,2025-01-01,spotify,557,274,22,0.85
A0019,2025-01-01,youtube,568,260,19,0.79
A0019,2025-01-01,instagram,345,210,21,0.69
A0019,2024-12-31,spotify,372,252,18,0.63
A0019,2024-12-31,youtube,695,283,20,0.62
A0019,2024-12-31,instagram,72,39,20,0.88
A0019,2024-12-30,spotify,894,655,22,0.57
A0019,2024-12-30,youtube,138,97,18,0.64
A0019,2024-12-30,instagram,96,56,22,0.75
A0019,2024-12-29,spotify,398,235,20,0.7
A0019,2024-12-29,youtube,413,198,17,0.89
A0019,2024-12-29,instagram,431,278,17,0.61
A0019,2024-12-28,spotify,744,303,22,0.7
A0019,2024-12-28,youtube,112,84,20,0.68
A0019,2024-12-28,instagram,221,124,22,0.77
A0019,2024-12-27,spotify,259,138,17,0.81
A0019,2024-12-27,youtube,216,101,22,0.53
A0019,2024-12-27,instagram,302,166,19,0.66
A0019,2024-12-26,spotify,965,397,20,0.75
A0019,2024-12-26,youtube,730,322,20,0.77
A0019,2024-12-26,instagram,207,108,20,0.54
A0019,2024-12-25,spotify,840,580,20,0.69
A0019,2024-12-25,youtube,444,327,21,0.55
A0019,2024-12-25,instagram,252,128,22,0.65
A0019,2024-12-24,spotify,188,126,17,0.75
A0019,2024-12-24,youtube,222,125,19,0.82
A0019,2024-12-24,instagram,484,310,18,0.59
A0019,2024-12-23,spotify,561,406,19,0.86
A0019,2024-12-23,youtube,632,408,19,0.54
A0019,2024-12-23,instagram,351,277,20,0.65
A0019,2024-12-22,spotify,757,311,18,0.8
A0019,2024-12-22,youtube,518,255,18,0.64
A0019,2024-12-22,instagram,97,44,22,0.71
A0019,2024-12-21,spotify,180,110,20,0.79
A0019,2024-12-21,youtube,456,362,19,0.69
A0019,2024-12-21,instagram,130,67,17,0.78
A0019,2024-12-20,spotify,404,213,21,0.74
A0019,2024-12-20,youtube,134,68,22,0.85
A0019,2024-12-20,instagram,457,264,19,0.65
A0019,2024-12-19,spotify,210,145,19,0.8
A0019,2024-12-19,youtube,211,167,19,0.78
A0019,2024-12-19,instagram,69,44,18,0.61
A0019,2024-12-18,spotify,476,350,20,0.66
A0019,2024-12-18,youtube,324,129,18,0.81
A0019,2024-12-18,instagram,355,149,19,0.75
A0019,2024-12-17,spotify,259,188,17,0.59
A0019,2024-12-17,youtube,259,202,19,0.83
A0019,2024-12-17,instagram,464,225,22,0.83
A0019,2024-12-16,spotify,935,620,18,0.67
A0019,2024-12-16,youtube,141,73,18,0.63
A0019,2024-12-16,instagram,209,83,20,0.57
A0020,2025-01-14,spotify,901,516,19,0.75
A0020,2025-01-14,youtube,152,100,19,0.79
A0020,2025-01-14,instagram,388,301,17,0.55
A0020,2025-01-13,spotify,373,274,17,0.76
A0020,2025-01-13,youtube,796,462,21,0.74
A0020,2025-01-13,instagram,254,114,17,0.84
A0020,2025-01-12,spotify,313,192,22,0.52
A0020,2025-01-12,youtube,711,339,17,0.66
A0020,2025-01-12,instagram,149,68,22,0.59
A0020,2025-01-11,spotify,958,673,21,0.69
A0020,2025-01-11,youtube,489,197,20,0.73
A0020,2025-01-11,instagram,231,160,18,0.6
A0020,2025-01-10,spotify,635,471,21,0.71
A0020,2025-01-10,youtube,136,84,20,0.57
A0020,2025-01-10,instagram,216,130,21,0.74
A0020,2025-01-09,spotify,941,390,20,0.77
A0020,2025-01-09,youtube,460,342,18,0.67
A0020,2025-01-09,instagram,322,134,20,0.84
A0020,2025-01-08,spotify,687,492,19,0.6
A0020,2025-01-08,youtube,584,421,20,0.58
A0020,2025-01-08,instagram,425,338,22,0.88
A0020,2025-01-07,spotify,363,230,18,0.51
A0020,2025-01-07,youtube,616,474,18,0.73
A0020,2025-01-07,instagram,150,109,22,0.88
A0020,2025-01-06,spotify,988,697,22,0.65
A0020,2025-01-06,youtube,471,330,17,0.64
A0020,2025-01-06,instagram,126,58,20,0.71
A0020,2025-01-05,spotify,761,554,22,0.67
A0020,2025-01-05,youtube,556,320,22,0.81
A0020,2025-01-05,instagram,163,107,17,0.55
A0020,2025-01-04,spotify,439,242,22,0.83
A0020,2025-01-04,youtube,516,287,20,0.73
A0020,2025-01-04,instagram,395,181,19,0.52
A0020,2025-01-03,spotify,414,291,20,0.74
A0020,2025-01-03,youtube,555,423,17,0.53
A0020,2025-01-03,instagram,325,146,20,0.67
A0020,2025-01-02,spotify,287,131,17,0.54
A0020,2025-01-02,youtube,485,345,22,0.82
A0020,2025-01-02,instagram,115,74,21,0.63
A0020,2025-01-01,spotify,513,232,18,0.77
A0020,2025-01-01,youtube,268,129,21,0.54
A0020,2025-01-01,instagram,98,56,20,0.59
A0020,2024-12-31,spotify,247,160,21,0.7
A0020,2024-12-31,youtube,380,286,21,0.75
A0020,2024-12-31,instagram,496,234,18,0.84
A0020,2024-12-30,spotify,858,633,19,0.65
A0020,2024-12-30,youtube,530,369,20,0.77
A0020,2024-12-30,instagram,392,213,22,0.63
A0020,2024-12-29,spotify,393,277,21,0.82
A0020,2024-12-29,youtube,800,445,22,0.61
A0020,2024-12-29,instagram,67,42,19,0.79
A0020,2024-12-28,spotify,574,426,21,0.89
A0020,2024-12-28,youtube,720,380,20,0.86
A0020,2024-12-28,instagram,319,157,21,0.54
A0020,2024-12-27,spotify,614,371,21,0.86
A0020,2024-12-27,youtube,670,512,18,0.88
A0020,2024-12-27,instagram,80,46,18,0.52
A0020,2024-12-26,spotify,233,123,21,0.61
A0020,2024-12-26,youtube,591,458,18,0.82
A0020,2024-12-26,instagram,329,188,20,0.7
A0020,2024-12-25,spotify,468,277,20,0.9
A0020,2024-12-25,youtube,349,269,18,0.8
A0020,2024-12-25,instagram,229,148,17,0.65
A0020,2024-12-24,spotify,505,379,19,0.71
A0020,2024-12-24,youtube,480,319,22,0.79
A0020,2024-12-24,instagram,242,153,18,0.86
A0020,2024-12-23,spotify,105,48,18,0.66
A0020,2024-12-23,youtube,612,274,22,0.67
A0020,2024-12-23,instagram,468,292,17,0.74
A0020,2024-12-22,spotify,664,486,19,0.85
A0020,2024-12-22,youtube,286,209,18,0.64
A0020,2024-12-22,instagram,436,330,20,0.75
A0020,2024-12-21,spotify,157,86,22,0.51
A0020,2024-12-21,youtube,505,239,18,0.6
A0020,2024-12-21,instagram,428,275,20,0.76
A0020,2024-12-20,spotify,257,136,21,0.67
A0020,2024-12-20,youtube,359,245,19,0.86
A0020,2024-12-20,instagram,52,39,18,0.62
A0020,2024-12-19,spotify,419,215,20,0.52
A0020,2024-12-19,youtube,485,347,18,0.54
A0020,2024-12-19,instagram,408,176,18,0.65
A0020,2024-12-18,spotify,968,688,22,0.78
A0020,2024-12-18,youtube,460,297,20,0.63
A0020,2024-12-18,instagram,90,49,19,0.6
A0020,2024-12-17,spotify,269,116,20,0.56
A0020,2024-12-17,youtube,203,140,21,0.6
A0020,2024-12-17,instagram,113,60,20,0.57
A0020,2024-12-16,spotify,220,168,17,0.83
A0020,2024-12-16,youtube,304,239,18,0.58
A0020,2024-12-16,instagram,265,157,21,0.56
A0021,2025-01-14,spotify,292,133,19,0.78
A0021,2025-01-14,youtube,533,373,18,0.67
A0021,2025-01-14,instagram,306,165,20,0.85
A0021,2025-01-13,spotify,731,569,17,0.85
A0021,2025-01-13,youtube,217,148,18,0.53
A0021,2025-01-13,instagram,106,54,19,0.69
A0021,2025-01-12,spotify,908,625,22,0.5
A0021,2025-01-12,youtube,92,66,17,0.84
A0021,2025-01-12,instagram,293,136,18,0.66
A0021,2025-01-11,spotify,988,764,19,0.78
A0021,2025-01-11,youtube,782,397,18,0.55
A0021,2025-01-11,instagram,272,112,22,0.84
A0021,2025-01-10,spotify,232,113,18,0.51
A0021,2025-01-10,youtube,591,389,19,0.83
A0021,2025-01-10,instagram,431,272,19,0.54
A0021,2025-01-09,spotify,605,320,22,0.67
A0021,2025-01-09,youtube,180,115,20,0.68
A0021,2025-01-09,instagram,134,72,17,0.83
A0021,2025-01-08,spotify,379,281,19,0.59
A0021,2025-01-08,youtube,241,103,17,0.54
A0021,2025-01-08,instagram,471,211,20,0.78
A0021,2025-01-07,spotify,869,353,17,0.89
A0021,2025-01-07,youtube,442,215,19,0.6
A0021,2025-01-07,instagram,325,177,22,0.62
A0021,2025-01-06,spotify,146,63,17,0.82
A0021,2025-01-06,youtube,333,161,22,0.87
A0021,2025-01-06,instagram,287,150,19,0.67
A0021,2025-01-05,spotify,648,445,18,0.84
A0021,2025-01-05,youtube,641,313,18,0.53
A0021,2025-01-05,instagram,277,131,19,0.72
A0021,2025-01-04,spotify,276,166,18,0.51
A0021,2025-01-04,youtube,359,146,21,0.62
A0021,2025-01-04,instagram,302,241,22,0.73
A0021,2025-01-03,spotify,162,111,18,0.55
A0021,2025-01-03,youtube,250,167,21,0.64
A0021,2025-01-03,instagram,286,116,20,0.75
A0021,2025-01-02,spotify,464,329,18,0.9
A0021,2025-01-02,youtube,161,111,17,0.85
A0021,2025-01-02,instagram,369,258,17,0.61
A0021,2025-01-01,spotify,345,176,20,0.57
A0021,2025-01-01,youtube,351,192,20,0.54
A0021,2025-01-01,instagram,316,234,18,0.8
A0021,2024-12-31,spotify,698,501,19,0.64
A0021,2024-12-31,youtube,231,182,18,0.71
A0021,2024-12-31,instagram,350,142,21,0.62
A0021,2024-12-30,spotify,139,107,21,0.74
A0021,2024-12-30,youtube,236,180,22,0.59
A0021,2024-12-30,instagram,366,248,20,0.72
A0021,2024-12-29,spotify,360,161,22,0.78
A0021,2024-12-29,youtube,431,316,18,0.61
A0021,2024-12-29,instagram,73,48,19,0.78
A0021,2024-12-28,spotify,506,373,18,0.57
A0021,2024-12-28,youtube,505,379,19,0.62
A0021,2024-12-28,instagram,70,45,19,0.72
A0021,2024-12-27,spotify,896,442,22,0.61
A0021,2024-12-27,youtube,704,396,18,0.52
A0021,2024-12-27,instagram,281,149,21,0.74
A0021,2024-12-26,spotify,444,200,17,0.72
A0021,2024-12-26,youtube,712,417,17,0.57
A0021,2024-12-26,instagram,410,239,20,0.6
A0021,2024-12-25,spotify,678,475,17,0.76
A0021,2024-12-25,youtube,380,261,18,0.59
A0021,2024-12-25,instagram,262,207,17,0.88
A0021,2024-12-24,spotify,554,266,22,0.79
A0021,2024-12-24,youtube,250,114,21,0.55
A0021,2024-12-24,instagram,406,247,20,0.72
A0021,2024-12-23,spotify,773,460,21,0.56
A0021,2024-12-23,youtube,777,507,18,0.66
A0021,2024-12-23,instagram,58,43,22,0.52
A0021,2024-12-22,spotify,278,162,19,0.53
A0021,2024-12-22,youtube,583,276,22,0.51
A0021,2024-12-22,instagram,481,283,19,0.61
A0021,2024-12-21,spotify,764,465,20,0.63
A0021,2024-12-21,youtube,487,318,19,0.72
A0021,2024-12-21,instagram,489,276,21,0.83
A0021,2024-12-20,spotify,254,111,20,0.75
A0021,2024-12-20,youtube,244,138,20,0.61
A0021,2024-12-20,instagram,410,324,19,0.9
A0021,2024-12-19,spotify,701,350,18,0.66
A0021,2024-12-19,youtube,120,95,21,0.63
A0021,2024-12-19,instagram,456,355,18,0.81
A0021,2024-12-18,spotify,770,363,22,0.78
A0021,2024-12-18,youtube,616,277,21,0.76
A0021,2024-12-18,instagram,284,183,22,0.61
A0021,2024-12-17,spotify,167,106,21,0.69
A0021,2024-12-17,youtube,139,95,17,0.56
A0021,2024-12-17,instagram,217,149,18,0.51
A0021,2024-12-16,spotify,433,192,21,0.54
A0021,2024-12-16,youtube,483,299,22,0.76
A0021,2024-12-16,instagram,216,121,22,0.65
A0022,2025-01-14,spotify,893,400,22,0.89
A0022,2025-01-14,youtube,136,63,20,0.8
A0022,2025-01-14,instagram,499,288,21,0.81
A0022,2025-01-13,spotify,767,320,19,0.81
A0022,2025-01-13,youtube,97,57,20,0.9
A0022,2025-01-13,instagram,380,242,19,0.56
A0022,2025-01-12,spotify,199,80,17,0.56
A0022,2025-01-12,youtube,453,221,22,0.68
A0022,2025-01-12,instagram,462,230,18,0.59
A0022,2025-01-11,spotify,299,219,18,0.9
A0022,2025-01-11,youtube,691,419,20,0.78
A0022,2025-01-11,instagram,67,28,21,0.82
A0022,2025-01-10,spotify,631,339,19,0.73
A0022,2025-01-10,youtube,336,261,17,0.74
A0022,2025-01-10,instagram,236,172,18,0.74
A0022,2025-01-09,spotify,271,215,20,0.83
A0022,2025-01-09,youtube,228,135,21,0.85
A0022,2025-01-09,instagram,342,198,18,0.75
A0022,2025-01-08,spotify,381,229,20,0.53
A0022,2025-01-08,youtube,522,276,17,0.77
A0022,2025-01-08,instagram,321,137,20,0.73
A0022,2025-01-07,spotify,617,425,20,0.62
A0022,2025-01-07,youtube,312,198,19,0.6
A0022,2025-01-07,instagram,433,284,21,0.7
A0022,2025-01-06,spotify,302,126,19,0.53
A0022,2025-01-06,youtube,668,516,20,0.85
A0022,2025-01-06,instagram,76,51,22,0.69
A0022,2025-01-05,spotify,657,326,17,0.78
A0022,2025-01-05,youtube,783,544,20,0.7
A0022,2025-01-05,instagram,153,66,21,0.7
A0022,2025-01-04,spotify,532,223,19,0.79
A0022,2025-01-04,youtube,192,119,17,0.87
A0022,2025-01-04,instagram,335,253,19,0.61
A0022,2025-01-03,spotify,719,408,18,0.72
A0022,2025-01-03,youtube,466,284,22,0.52
A0022,2025-01-03,instagram,186,124,21,0.9
A0022,2025-01-02,spotify,271,160,20,0.62
A0022,2025-01-02,youtube,135,73,20,0.58
A0022,2025-01-02,instagram,256,115,20,0.74
A0022,2025-01-01,spotify,522,326,21,0.74
A0022,2025-01-01,youtube,128,73,18,0.71
A0022,2025-01-01,instagram,223,112,22,0.73
A0022,2024-12-31,spotify,272,201,21,0.69
A0022,2024-12-31,youtube,211,140,20,0.77
A0022,2024-12-31,instagram,464,298,20,0.81
A0022,2024-12-30,spotify,887,672,19,0.73
A0022,2024-12-30,youtube,621,356,19,0.6
A0022,2024-12-30,instagram,194,117,21,0.85
A0022,2024-12-29,spotify,379,230,20,0.62
A0022,2024-12-29,youtube,454,290,20,0.76
A0022,2024-12-29,instagram,99,49,17,0.81
A0022,2024-12-28,spotify,130,91,22,0.55
A0022,2024-12-28,youtube,80,62,18,0.74
A0022,2024-12-28,instagram,496,301,17,0.57
A0022,2024-12-27,spotify,561,230,20,0.8
A0022,2024-12-27,youtube,784,547,22,0.73
A0022,2024-12-27,instagram,152,84,17,0.85
A0022,2024-12-26,spotify,603,379,21,0.71
A0022,2024-12-26,youtube,536,248,20,0.6
A0022,2024-12-26,instagram,169,85,18,0.75
A0022,2024-12-25,spotify,734,488,19,0.53
A0022,2024-12-25,youtube,516,324,17,0.57
A0022,2024-12-25,instagram,155,120,22,0.65
A0022,2024-12-24,spotify,826,463,21,0.8
A0022,2024-12-24,youtube,513,297,19,0.69
A0022,2024-12-24,instagram,242,99,18,0.74
A0022,2024-12-23,spotify,153,79,17,0.67
A0022,2024-12-23,youtube,120,65,21,0.87
A0022,2024-12-23,instagram,227,149,22,0.5
A0022,2024-12-22,spotify,873,657,19,0.8
A0022,2024-12-22,youtube,248,148,22,0.72
A0022,2024-12-22,instagram,401,267,17,0.67
A0022,2024-12-21,spotify,906,700,17,0.53
A0022,2024-12-21,youtube,368,226,21,0.65
A0022,2024-12-21,instagram,495,272,19,0.6
A0022,2024-12-20,spotify,763,602,20,0.87
A0022,2024-12-20,youtube,172,76,22,0.9
A0022,2024-12-20,instagram,309,241,19,0.61
A0022,2024-12-19,spotify,115,54,21,0.81
A0022,2024-12-19,youtube,430,308,22,0.85
A0022,2024-12-19,instagram,119,88,19,0.6
A0022,2024-12-18,spotify,761,529,22,0.79
A0022,2024-12-18,youtube,773,423,19,0.64
A0022,2024-12-18,instagram,425,208,17,0.79
A0022,2024-12-17,spotify,961,599,22,0.76
A0022,2024-12-17,youtube,596,430,20,0.6
A0022,2024-12-17,instagram,247,163,21,0.56
A0022,2024-12-16,spotify,285,190,18,0.89
A0022,2024-12-16,youtube,782,431,18,0.58
A0022,2024-12-16,instagram,299,189,22,0.6
A0023,2025-01-14,spotify,592,271,21,0.87
A0023,2025-01-14,youtube,225,114,22,0.8
A0023,2025-01-14,instagram,362,274,18,0.88
A0023,2025-01-13,spotify,941,499,20,0.77
A0023,2025-01-13,youtube,124,85,18,0.86
A0023,2025-01-13,instagram,390,286,17,0.74
A0023,2025-01-12,spotify,414,277,18,0.75
A0023,2025-01-12,youtube,164,77,21,0.68
A0023,2025-01-12,instagram,426,218,18,0.81
A0023,2025-01-11,spotify,119,54,19,0.67
A0023,2025-01-11,youtube,656,513,20,0.67
A0023,2025-01-11,instagram,422,327,19,0.89
A0023,2025-01-10,spotify,732,458,21,0.56
A0023,2025-01-10,youtube,500,220,21,0.75
A0023,2025-01-10,instagram,343,209,21,0.81
A0023,2025-01-09,spotify,259,148,21,0.62
A0023,2025-01-09,youtube,777,424,18,0.9
A0023,2025-01-09,instagram,370,204,22,0.52
A0023,2025-01-08,spotify,904,521,19,0.53
A0023,2025-01-08,youtube,455,333,19,0.76
A0023,2025-01-08,instagram,170,87,22,0.76
A0023,2025-01-07,spotify,527,320,22,0.53
A0023,2025-01-07,youtube,371,294,22,0.77
A0023,2025-01-07,instagram,185,111,21,0.72
A0023,2025-01-06,spotify,880,382,21,0.73
A0023,2025-01-06,youtube,422,174,17,0.86
A0023,2025-01-06,instagram,457,214,20,0.66
A0023,2025-01-05,spotify,291,149,18,0.82
A0023,2025-01-05,youtube,245,99,18,0.67
A0023,2025-01-05,instagram,127,71,21,0.89
A0023,2025-01-04,spotify,819,376,20,0.64
A0023,2025-01-04,youtube,377,221,22,0.9
A0023,2025-01-04,instagram,264,173,22,0.58
A0023,2025-01-03,spotify,850,461,17,0.79
A0023,2025-01-03,youtube,295,150,19,0.76
A0023,2025-01-03,instagram,151,108,20,0.51
A0023,2025-01-02,spotify,231,124,19,0.79
A0023,2025-01-02,youtube,637,473,17,0.74
A0023,2025-01-02,instagram,490,327,20,0.52
A0023,2025-01-01,spotify,544,300,21,0.56
A0023,2025-01-01,youtube,241,149,21,0.81
A0023,2025-01-01,instagram,79,59,17,0.77
A0023,2024-12-31,spotify,512,385,18,0.59
A0023,2024-12-31,youtube,652,356,19,0.8
A0023,2024-12-31,instagram,240,108,20,0.69
A0023,2024-12-30,spotify,569,320,17,0.59
A0023,2024-12-30,youtube,720,350,18,0.6
A0023,2024-12-30,instagram,316,160,20,0.76
A0023,2024-12-29,spotify,157,70,18,0.64
A0023,2024-12-29,youtube,444,188,20,0.87
A0023,2024-12-29,instagram,459,333,18,0.89
A0023,2024-12-28,spotify,116,74,18,0.77
A0023,2024-12-28,youtube,551,288,18,0.7
A0023,2024-12-28,instagram,436,209,19,0.64
A0023,2024-12-27,spotify,159,95,18,0.79
A0023,2024-12-27,youtube,348,162,19,0.62
A0023,2024-12-27,instagram,224,109,17,0.74
A0023,2024-12-26,spotify,473,282,17,0.66
A0023,2024-12-26,youtube,252,184,18,0.78
A0023,2024-12-26,instagram,145,104,17,0.57
A0023,2024-12-25,spotify,681,306,22,0.71
A0023,2024-12-25,youtube,263,110,21,0.79
A0023,2024-12-25,instagram,490,317,21,0.66
A0023,2024-12-24,spotify,713,456,18,0.58
A0023,2024-12-24,youtube,652,455,19,0.68
A0023,2024-12-24,instagram,413,326,17,0.6
A0023,2024-12-23,spotify,488,330,17,0.62
A0023,2024-12-23,youtube,196,146,20,0.66
A0023,2024-12-23,instagram,57,27,18,0.53
A0023,2024-12-22,spotify,303,173,19,0.55
A0023,2024-12-22,youtube,745,379,22,0.6
A0023,2024-12-22,instagram,168,118,17,0.89
A0023,2024-12-21,spotify,839,424,21,0.76
A0023,2024-12-21,youtube,638,400,19,0.84
A0023,2024-12-21,instagram,363,232,17,0.79
A0023,2024-12-20,spotify,836,551,20,0.67
A0023,2024-12-20,youtube,518,316,19,0.58
A0023,2024-12-20,instagram,144,89,19,0.78
A0023,2024-12-19,spotify,202,141,22,0.63
A0023,2024-12-19,youtube,408,202,18,0.64
A0023,2024-12-19,instagram,242,189,20,0.88
A0023,2024-12-18,spotify,373,186,22,0.71
A0023,2024-12-18,youtube,591,239,22,0.57
A0023,2024-12-18,instagram,208,127,20,0.87
A0023,2024-12-17,spotify,834,544,17,0.52
A0023,2024-12-17,youtube,689,364,21,0.63
A0023,2024-12-17,instagram,479,277,18,0.52
A0023,2024-12-16,spotify,588,332,19,0.81
A0023,2024-12-16,youtube,199,135,19,0.72
A0023,2024-12-16,instagram,326,241,20,0.71
A0024,2025-01-14,spotify,730,400,22,0.63
A0024,2025-01-14,youtube,214,127,17,0.74
A0024,2025-01-14,instagram,78,60,21,0.83
A0024,2025-01-13,spotify,656,342,22,0.61
A0024,2025-01-13,youtube,771,488,19,0.73
A0024,2025-01-13,instagram,312,201,21,0.68
A0024,2025-01-12,spotify,772,358,20,0.53
A0024,2025-01-12,youtube,513,254,18,0.85
A0024,2025-01-12,instagram,191,144,22,0.58
A0024,2025-01-11,spotify,637,365,22,0.53
A0024,2025-01-11,youtube,751,372,20,0.81
A0024,2025-01-11,instagram,389,195,19,0.58
A0024,2025-01-10,spotify,650,328,19,0.84
A0024,2025-01-10,youtube,299,238,20,0.56
A0024,2025-01-10,instagram,206,98,22,0.58
A0024,2025-01-09,spotify,315,198,18,0.63
A0024,2025-01-09,youtube,432,314,21,0.83
A0024,2025-01-09,instagram,482,342,17,0.67
A0024,2025-01-08,spotify,581,426,18,0.82
A0024,2025-01-08,youtube,645,336,17,0.55
A0024,2025-01-08,instagram,80,58,18,0.83
A0024,2025-01-07,spotify,902,615,20,0.82
A0024,2025-01-07,youtube,578,253,19,0.53
A0024,2025-01-07,instagram,495,269,19,0.55
A0024,2025-01-06,spotify,707,537,20,0.59
A0024,2025-01-06,youtube,497,332,21,0.73
A0024,2025-01-06,instagram,449,201,19,0.88
A0024,2025-01-05,spotify,581,348,18,0.73
A0024,2025-01-05,youtube,523,290,22,0.78
A0024,2025-01-05,instagram,280,139,22,0.8
A0024,2025-01-04,spotify,211,131,17,0.64
A0024,2025-01-04,youtube,373,248,17,0.53
A0024,2025-01-04,instagram,298,212,20,0.86
A0024,2025-01-03,spotify,663,494,19,0.81
A0024,2025-01-03,youtube,444,225,22,0.89
A0024,2025-01-03,instagram,209,115,18,0.69
A0024,2025-01-02,spotify,737,516,21,0.84
A0024,2025-01-02,youtube,228,103,21,0.89
A0024,2025-01-02,instagram,478,278,18,0.62
A0024,2025-01-01,spotify,601,317,22,0.72
A0024,2025-01-01,youtube,494,369,18,0.78
A0024,2025-01-01,instagram,231,164,18,0.69
A0024,2024-12-31,spotify,492,380,18,0.81
A0024,2024-12-31,youtube,104,42,22,0.83
A0024,2024-12-31,instagram,458,247,17,0.67
A0024,2024-12-30,spotify,916,618,19,0.61
A0024,2024-12-30,youtube,526,261,18,0.89
A0024,2024-12-30,instagram,225,162,21,0.81
A0024,2024-12-29,spotify,712,303,20,0.87
A0024,2024-12-29,youtube,748,303,19,0.85
A0024,2024-12-29,instagram,300,175,21,0.51
A0024,2024-12-28,spotify,889,619,19,0.85
A0024,2024-12-28,youtube,199,111,21,0.56
A0024,2024-12-28,instagram,105,61,17,0.55
A0024,2024-12-27,spotify,942,673,18,0.74
A0024,2024-12-27,youtube,624,433,19,0.58
A0024,2024-12-27,instagram,362,243,19,0.59
A0024,2024-12-26,spotify,587,366,17,0.57
A0024,2024-12-26,youtube,204,152,17,0.85
A0024,2024-12-26,instagram,335,217,21,0.53
A0024,2024-12-25,spotify,297,177,19,0.88
A0024,2024-12-25,youtube,494,218,18,0.89
A0024,2024-12-25,instagram,248,123,20,0.57
A0024,2024-12-24,spotify,625,435,20,0.69
A0024,2024-12-24,youtube,274,123,22,0.62
A0024,2024-12-24,instagram,456,341,17,0.55
A0024,2024-12-23,spotify,393,202,19,0.8
A0024,2024-12-23,youtube,539,420,20,0.89
A0024,2024-12-23,instagram,213,88,21,0.79
A0024,2024-12-22,spotify,171,96,19,0.69
A0024,2024-12-22,youtube,134,86,21,0.77
A0024,2024-12-22,instagram,110,55,19,0.61
A0024,2024-12-21,spotify,233,168,19,0.7
A0024,2024-12-21,youtube,600,300,21,0.51
A0024,2024-12-21,instagram,422,296,22,0.58
A0024,2024-12-20,spotify,900,701,18,0.78
A0024,2024-12-20,youtube,84,51,19,0.7
A0024,2024-12-20,instagram,231,171,20,0.58
A0024,2024-12-19,spotify,895,390,17,0.79
A0024,2024-12-19,youtube,764,583,19,0.63
A0024,2024-12-19,instagram,459,247,21,0.57
A0024,2024-12-18,spotify,651,476,18,0.65
A0024,2024-12-18,youtube,350,192,21,0.57
A0024,2024-12-18,instagram,208,147,19,0.6
A0024,2024-12-17,spotify,985,515,21,0.77
A0024,2024-12-17,youtube,356,176,19,0.87
A0024,2024-12-17,instagram,244,161,18,0.53
A0024,2024-12-16,spotify,823,423,22,0.63
A0024,2024-12-16,youtube,93,41,19,0.78
A0024,2024-12-16,instagram,405,197,20,0.54
A0025,2025-01-14,spotify,204,120,22,0.63
A0025,2025-01-14,youtube,477,381,19,0.82
A0025,2025-01-14,instagram,82,33,17,0.52
A0025,2025-01-13,spotify,423,205,22,0.65
A0025,2025-01-13,youtube,588,453,18,0.63
A0025,2025-01-13,instagram,388,210,22,0.71
A0025,2025-01-12,spotify,635,261,20,0.61
A0025,2025-01-12,youtube,491,303,22,0.6
A0025,2025-01-12,instagram,136,54,22,0.66
A0025,2025-01-11,spotify,375,256,17,0.74
A0025,2025-01-11,youtube,598,311,21,0.52
A0025,2025-01-11,instagram,442,189,19,0.75
A0025,2025-01-10,spotify,589,236,17,0.71
A0025,2025-01-10,youtube,184,119,20,0.62
A0025,2025-01-10,instagram,317,167,17,0.86
A0025,2025-01-09,spotify,164,81,18,0.81
A0025,2025-01-09,youtube,235,112,18,0.67
A0025,2025-01-09,instagram,285,216,20,0.62
A0025,2025-01-08,spotify,931,442,21,0.56
A0025,2025-01-08,youtube,248,173,19,0.55
A0025,2025-01-08,instagram,225,176,21,0.57
A0025,2025-01-07,spotify,598,417,19,0.72
A0025,2025-01-07,youtube,468,304,19,0.67
A0025,2025-01-07,instagram,129,96,18,0.54
A0025,2025-01-06,spotify,810,572,18,0.57
A0025,2025-01-06,youtube,496,244,17,0.75
A0025,2025-01-06,instagram,149,81,20,0.8
A0025,2025-01-05,spotify,527,228,18,0.88
A0025,2025-01-05,youtube,375,276,22,0.7
A0025,2025-01-05,instagram,306,189,20,0.82
A0025,2025-01-04,spotify,801,475,22,0.75
A0025,2025-01-04,youtube,495,271,22,0.65
A0025,2025-01-04,instagram,347,175,19,0.77
